17:02:25 [DEBUG] disk_inspector: Starting up
17:02:25 [DEBUG] disk_inspector: Getting disk info
17:02:25 [DEBUG] disk_inspector: 1 disks found
17:02:29 [DEBUG] disk_inspector: Disk is starting with 0 children
17:02:29 [DEBUG] disk_inspector: Reading all files
17:04:56 [DEBUG] disk_inspector: Counter above 100
17:04:56 [DEBUG] disk_inspector: Disk read reported complete
17:05:03 [DEBUG] disk_inspector::app: Disk read done
17:05:03 [DEBUG] disk_inspector::app: Disk read complete
17:05:03 [DEBUG] disk_inspector: Disk read thread complete
17:05:03 [DEBUG] disk_inspector: Disk is finishing with 30 children
17:05:03 [DEBUG] cursive::backend::curses::n: Unknown event: 00000000000000000000000000000100
17:05:03 [DEBUG] cursive::backend::curses::n: No event parsed?...
17:05:05 [DEBUG] disk_inspector: Beginning nav
17:05:05 [DEBUG] disk_inspector::inspector: Navigating /, with 30 children and 0 parents
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:32 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:33 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:34 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:35 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:36 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:37 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:05:37 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:05:37 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:05:37 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
